"Type","Path","Name","SizeMB","Guid","IsAtSource","ExternalRefs"
"FBX","Assets/_Project/Models/Units/Spirit/QuakeSpirit/QuakeSpirit1.fbx","QuakeSpirit1.fbx","7.82","63a45eff6ba8a7f4680995c531ee9cc7","False","3"
"FBX","Assets/_Project/Models/Units/Human/Pistoleer/Pistol.fbx","Pistol.fbx","4.64","7ae3829698a48e84394a8233844e2547","False","3"
"FBX","Assets/_Project/Models/Units/Transcendence/EagleArcher/EagleArcher.fbx","EagleArcher.fbx","7.33","cfdb0c95fde54d64a8d645b19e2be023","False","4"
"FBX","Assets/_Project/Models/Units/Spirit/BoulderSpirit/BoulderSpirit.fbx","BoulderSpirit.fbx","7.21","4a5d871979e116842ad671f98eacde77","False","4"
"FBX","Assets/_Project/Models/Units/Human/Sniper/Sniper.fbx","Sniper.fbx","6.88","0051b4d79b8316c41a9fb8f906b3c839","False","4"
"FBX","Assets/_Project/Models/Units/Transcendence/RhinoBreaker/RhinoBreaker.fbx","RhinoBreaker.fbx","6.83","8ca1965dd36fcfb49a967d2fb211636f","False","4"
"FBX","Assets/_Project/Models/Units/Spirit/DustSpirit/DustSpirit.fbx","DustSpirit.fbx","6.76","52c34d10db3374c4fab5d97281201eb1","False","4"
"FBX","Assets/_Project/Models/Units/Human/Assault/Assault.fbx","Assault.fbx","6.61","6428faea2fd12d142b255fa4ce93d9c0","False","4"
"FBX","Assets/_Project/Models/Units/Transcendence/MushroomBomber/MushroomBomber.fbx","MushroomBomber.fbx","6.5","56efc0cf7baeea74892722f3fd0c20b3","False","4"
"FBX","Assets/_Project/Models/Units/Transcendence/BearGuard/BearGuard.fbx","BearGuard.fbx","6.48","afe5b31601ee05b41b4ff5290f014634","False","4"
"FBX","Assets/_Project/Models/Units/Transcendence/RabbitTrickster/RabbitTrickster.fbx","RabbitTrickster.fbx","6.37","abdf6be502b6e304ca9332a43844aeae","False","4"
"FBX","Assets/_Project/Models/Units/Human/BattleAxe/BattleAxe.fbx","BattleAxe.fbx","6.34","7346807df57887d46b56fd1f116955c8","False","4"
"FBX","Assets/_Project/Models/Units/Spirit/StreamSpirit/StreamSpirit.fbx","StreamSpirit.fbx","6.15","b2e8427fecd24994e8caab2a53cd423d","False","4"
"FBX","Assets/_Project/Models/Units/Transcendence/BloomFairy/BloomFairy.fbx","BloomFairy.fbx","5.99","8b44c2c82b93acd4f81fb4deb819f137","False","4"
"FBX","Assets/_Project/Models/Units/Human/SpearMan/SpearMan.fbx","SpearMan.fbx","5.96","9cb413bd34e85f34f8943baa64f8eb0c","False","4"
"FBX","Assets/_Project/Models/Units/Human/LittleKnight/LittleKnight.fbx","LittleKnight.fbx","5.94","e4e7fb4e451068c4892180872fb291ab","False","4"
"FBX","Assets/_Project/Models/Units/Spirit/TorrentSpirit/TorrentSpirit.fbx","TorrentSpirit.fbx","5.9","6e7c0b6f46d5dd24d9e9d80cda104ad9","False","4"
"FBX","Assets/_Project/Models/Units/Transcendence/LionKnight/LionKnight.fbx","LionKnight.fbx","5.79","8fe7f941adfcf344f8d358e3809b48a4","False","4"
"FBX","Assets/_Project/Models/Units/Spirit/InfernoSpirit/InfernoSpirit.fbx","InfernoSpirit.fbx","5.68","415481ff60d198a43af729718d996fa6","False","4"
"FBX","Assets/_Project/Models/Units/Spirit/TideSpirit/TideSpirit.fbx","TideSpirit.fbx","5.54","adacbd615b6d3bd449302c82aba7b3f0","False","4"
"FBX","Assets/_Project/Models/Units/Spirit/FlameSpirit/FlameSpirit.fbx","FlameSpirit.fbx","5.33","36fc3c8a8e0ab3145a8bf9f33ca924a5","False","4"
"FBX","Assets/_Project/Models/Units/Human/Pistoleer/Pistoleer.fbx","Pistoleer.fbx","6.55","3eef72e525772844397a0f82ed44b224","False","6"
"FBX","Assets/_Project/Models/Units/Transcendence/FoxMagician/FoxMagician.fbx","FoxMagician.fbx","4.94","e0fe51464b0d0824ea55af2b19fb7275","False","6"
"FBX","Assets/_Project/Models/Units/Spirit/EmberSpirit/EmberSpirit.fbx","EmberSpirit.fbx","4.09","3a5e846926ac08544b49c67dc7a287d3","False","6"
